,0,1,2,3,4,5,6,7,8,9,10,11
20,3041.2419873851595,-4899.351093969906,-32215.13940783414,-15361.828924887961,-30234.185657396712,112180.61647068722,-101743.96189052552,-96002.53806263903,-107260.90726622553,-10315.997309464052,13860.24015483752,1153.928908266405
21,82290.10143082123,-73594.90543926212,-833060.1412178369,-532872.0308853905,-597854.3938343466,3079400.9912546137,-2684052.548014074,-2664677.093240641,-2891174.225281399,-479207.14223082556,155746.5031840153,306467.85710056184
22,-1314.0028189883758,6894.250355628781,-6681.647498211498,6996.509771836952,-23875.92907123733,28794.031057907632,-22084.222505024405,-16594.84159722171,-19747.58875857872,-11533.396062381467,-892.9431807948068,9781.347786429325
23,23980.82928997736,-23608.007667756257,-242816.63471860683,-152139.3244922442,-178234.63379490052,892216.6911294054,-780885.8623605026,-771875.5997089874,-839679.2147590296,-132941.24053280547,51551.11929199851,80697.5292052744
24,107395.90810906036,-251864.33708387672,-1043912.5339302333,-472711.6529248699,-980590.3200943492,3474421.868532921,-3250046.9440813283,-3006023.5045385435,-3410038.0465761265,-131239.22709184437,614714.9831522509,-212401.8608178229
25,46641.3574139455,-38633.39134156832,-475378.33378122805,-305104.3965644833,-340961.3150130345,1763052.319713608,-1533227.0676296286,-1524347.8287352026,-1652159.5095557717,-280921.877204727,82779.47342095125,184073.07980462964
26,24725.15334192721,-113381.3579535726,-228179.60341176612,-27400.1390823871,-305632.0552432737,615530.9684550709,-667728.0909879388,-530498.5302145989,-664330.8941618117,146364.67634317337,291741.1536606053,-269371.3510435289
27,2050272.3126212244,-2771834.921840359,-20477451.760394663,-11936430.416049078,-16069292.604015838,73380003.76651822,-65290459.94070428,-63499017.92290453,-69787415.79682495,-8958684.4044291,6346909.078115527,3949873.188186099
28,-497.8989199064593,3225.622798384204,-2374.9264030937697,3358.607716146136,-10254.263394090969,10396.614078239649,-7765.136473561503,-5304.6074424828985,-6551.923039554606,-4476.534335430597,-552.0217773423775,3902.255805801236
29,3172.131785273972,374.03381320284166,-40275.88237631057,-19916.279276092755,-38695.748043032945,150112.57295290232,-129460.6770479166,-125616.4192204905,-137335.49452991373,-26438.3008466878,6575.734437734714,17953.60161220637
30,77093.65311215061,-68616.70417857186,-782951.4214554814,-497841.5734876088,-566683.740760794,2892695.907844578,-2521949.8944151257,-2501550.2118473174,-2715336.940396038,-449094.5205853889,148179.1597137031,286060.4580860957
31,146610.28705693324,-143289.61852356087,-1480138.5833198235,-931975.925546773,-1079600.0962354275,5441254.235231658,-4759887.2057085745,-4708576.527594557,-5120292.879443116,-814896.0717094156,309255.2995892317,498148.69734177407
32,496329.0817218234,-444412.0918302165,-5020470.667196074,-3212998.135782764,-3600151.5388132543,18556307.844140604,-16174193.24592749,-16057977.565433322,-17422992.06903513,-2886926.380773788,938792.7219471333,1846015.3191087744
33,83401.19294726008,-60672.328082934044,-848767.6348161979,-560708.5358751784,-587945.8708900373,3172488.481936213,-2745111.210673871,-2745365.790212921,-2965218.8083140138,-530865.0759801003,120666.02493407133,366374.06849159364
34,145076.20092395062,-126849.49278301088,-1469090.3367499588,-943312.1735134027,-1050015.401257004,5437287.446414938,-4735149.561557313,-4704967.193347154,-5102234.495609127,-853644.2586541763,266951.30232880363,551367.0749232839
35,184704.71038516768,-201742.73960940953,-1858739.9798482275,-1143596.60740904,-1387587.3100475278,6780376.019073636,-5961836.188979053,-5867231.504313993,-6400762.513065367,-959123.536612372,445770.0767182616,543952.8746078762
36,476391.0238968859,-1951846.7875099776,-4404752.857505944,-900049.982547626,-5437312.052508038,12512809.834407743,-13078993.44086504,-10819548.079052616,-13196310.253682256,2065295.8020645315,4937238.011527281,-4226066.930402405
37,4246.410314554683,-3327.298444762608,-44303.66379073207,-28376.765850705004,-32196.355224987405,165076.30609372928,-143358.4134383533,-142600.30676598274,-154417.84736064245,-26764.118955760834,7341.821946245252,17818.505602725247
38,-1062.2368087358398,7148.814152764578,-4816.6229804682425,7672.606730124167,-21869.007810959425,20745.92548426258,-15186.47358429848,-9814.425640638714,-12456.374574891517,-9475.485734281869,-1275.351058480696,8316.73670858381
39,52735.567558251474,-137392.9156642419,-508872.8120615504,-212651.059271654,-499064.221544276,1658707.3849493999,-1574084.4087901735,-1435116.470022337,-1643005.152234783,-21096.26162622305,337992.1265718009,-158039.9215333403
40,119814.8196990655,-290839.0105846962,-1161325.8753198679,-513707.3153059039,-1104970.4945655724,3840223.3457158026,-3608249.040672266,-3322836.103974074,-3779981.318303097,-115403.57242742532,711077.4341512185,-275111.90268552746
41,175837.16969057394,-240416.34481658146,-1759160.0766449764,-1017363.5179583301,-1391582.2177857794,6294367.268259316,-5605880.728295743,-5444687.365649236,-5988477.002609755,-758719.7618501548,555941.3481484923,324979.3235417617
42,13639887.332384583,-10736128.616733687,-138355678.46656913,-90409917.28462337,-96994227.14175646,515021958.18216676,-446802035.1888488,-445692662.3951197,-482167025.183354,-84011249.83591506,21885674.365029126,56534869.11244168
43,463517.4991518255,-497002.25757328246,-4667540.994258123,-2882367.9046326405,-3472037.038692815,17048128.742136545,-14976943.737264605,-14751673.897842782,-16084651.705827186,-2435701.450101257,1095211.4917388924,1400448.813199909
44,6968.987891734015,-5114.436708514763,-72335.99618558516,-47566.819017964495,-50520.8790678879,271005.58847619995,-234439.8451835667,-234421.39636157255,-253142.46834001207,-45626.37719696286,10207.36147912906,31572.858458241863
45,676377.1623123201,-838901.4176241858,-6775945.0803335635,-4046162.4429827416,-5202765.218367629,24470588.010752063,-21660511.45041885,-21176088.063778847,-23197686.519401,-3195115.5807155957,1893770.1538116494,1600310.9372141368
46,42708.65923830521,-84657.72411096265,-419458.03137884283,-210271.85083408136,-369945.8781119835,1436226.1356986482,-1317933.8519992589,-1242746.3950011136,-1392576.7299068025,-101458.84120232021,203431.5070445668,-23412.30964396393
47,-42.908782382278645,872.8016341329401,-2158.7079780695917,83.4226566615875,-4363.62482533082,8799.76687856294,-7295.616196911814,-6496.752783707016,-7262.400880143838,-2256.4441567692134,81.12610856780594,1780.2109219253612
48,42154.75716716273,-35045.31540516925,-431053.1506129859,-274625.1079709091,-312231.2361134903,1597079.0324449306,-1389706.6687756148,-1380022.670960426,-1496647.501567365,-253063.71624805985,76926.33879823868,164598.8315351941
49,185831.0300657499,-177498.8565405261,-1877152.798344919,-1187123.98589231,-1363090.910391965,6910859.548131093,-6039575.519687969,-5980265.809543937,-6499279.18706313,-1045867.1577174447,381115.8214206924,647523.4419647531
50,46492.713642399736,-38575.677066415534,-475453.30185045185,-302698.1474042698,-344739.1452181489,1761527.303961495,-1532779.9045852856,-1521962.8002237633,-1650655.7579215742,-279136.1993207857,84891.8352088644,181536.41458804635
51,118377.86424113782,-97234.7761668609,-1201116.5596781494,-778401.9146958849,-850279.3328447189,4460492.878357641,-3875804.024782565,-3859420.408201934,-4179625.9065257646,-716404.9312019114,201873.69789685644,474203.1954197515
52,7354.416850617158,-2909.719966750339,-82960.79392694443,-47506.367500804685,-69057.10289185967,308826.9899606081,-267219.2844501303,-262812.5083315541,-285884.1985023166,-52218.811415372635,13521.825277880636,35182.817164095126
53,105609.64180996516,-81030.62048776787,-1078133.907658003,-698819.380438196,-765098.2760932065,4012976.6369184195,-3481120.292791791,-3469143.42136532,-3754497.024778387,-655582.684740463,171401.37631352508,440851.44126946403
54,55305.813283526324,-38484.176615667835,-574319.9673768735,-364961.48434932536,-419760.92999720055,2138873.4531069146,-1853817.2014041694,-1843698.5542295713,-1996755.2515280785,-352881.1056033508,90455.83508413733,238233.1677176324
55,5228.202691517694,-7058.875595830184,-52961.01128661181,-30305.676482092655,-42545.8240354207,189880.8700093071,-169098.4506831573,-164085.30151622748,-180485.8045803,-22965.499386914573,16760.09443233589,9870.977954684378
56,414.925542710921,539.4186802594301,-7188.039159302157,-3060.381344146257,-8129.960129140491,27455.237559498473,-23477.306148101845,-22543.985708104094,-24667.34914004626,-5290.708162947393,916.8128255042109,3799.0521811612703
57,94748.9637309957,-70644.55453853558,-965228.2465189447,-632569.7005735798,-675494.2792226564,3601087.201701911,-3119460.9270451935,-3114997.831391791,-3367392.4549984937,-596227.8952962747,144355.7947631765,406908.5212198108
58,11037.947049333607,-9829.286294086685,-112465.0733070549,-71960.13662241022,-81037.31474136375,416274.53025623155,-362773.1648120994,-360195.60999529914,-390708.88506308757,-64904.82628415839,20908.263833217705,41604.36673043777
59,142987.21239983954,-141979.9941637567,-1443846.03525104,-905229.4615517431,-1058245.044970656,5301536.286473324,-4641257.690361534,-4587144.287203053,-4990893.557428789,-787433.6336336547,308558.16342773644,476323.13590948604
60,824535.186646776,-717442.7029734695,-8346533.142846548,-5367044.915546585,-5955228.781109527,30900452.582805805,-26904268.88637404,-26739929.13245713,-28993417.505362067,-4861701.842463348,1505238.9409884734,3147992.2795669073
61,70083.440497674,-49846.183243718115,-715531.3583306713,-471866.51401312,-497380.61867128866,2675841.548533092,-2314484.2135740216,-2314589.2967228717,-2499799.211151696,-449542.12168600044,100412.65390629096,311165.3971813266
62,5799.457094450999,-8008.213932657465,-59060.80618024451,-32911.97690319017,-48659.49531664492,210768.27219652492,-188181.54541634518,-181828.3088762763,-200485.53735181593,-24651.251665965447,19662.14500246879,9730.421853890908
63,50810.30794209019,-53925.148610091914,-512114.51941094315,-316995.1557092295,-380128.7336445209,1872241.0555802016,-1643955.5372722102,-1620109.6734992852,-1765867.7487778976,-269064.58709926734,118559.29495828619,155958.93494663943
64,13694.130870223476,-14336.30759468357,-142781.5152333791,-82362.03059931159,-115176.68988761556,518426.63310553395,-456913.24156484636,-445800.2368606246,-488342.34906385955,-71654.47672505936,37313.42573885101,38560.10842029594
65,784172.547250031,-711555.1107275716,-7928533.091390573,-5063428.307974029,-5697733.502499678,29282216.75221586,-25536212.478262465,-25340267.316229224,-27502833.75938664,-4531462.333772886,1507110.5059023984,2880225.452820832
66,-439.9924576028184,4188.0186592761775,-5117.4187421738125,3669.664936660514,-15474.50481988627,20299.661318593226,-16119.425800835586,-12469.46237784267,-14819.713843695487,-6658.427984475252,-17.05449068421966,5388.677469942632
67,9285.210800922596,-8181.03225013675,-96453.3314597987,-58898.83215145117,-73524.47337612504,355007.33204260515,-310229.26097660296,-305923.90443061985,-333014.0723122322,-53985.489655080804,19963.59907418358,33272.31141825187
68,57285.14814584702,-88811.08526541664,-579247.7752659542,-309383.3156218907,-492246.7475884923,2038495.2391233018,-1834822.6986376236,-1757659.0705044349,-1948836.849203642,-210659.07756411526,220597.12308270755,55918.8327147007
69,632164.3681471059,-509299.46814493247,-6419709.403655135,-4165841.238715729,-4539483.316503896,23858290.534080487,-20719218.119558617,-20640230.41987448,-22346486.061751127,-3853307.5231079557,1058476.3996210152,2564748.8839752525
70,2927.927441055696,-15329.52334995434,-29422.95908952315,1378.1437995755718,-46534.03854430949,74635.07445611735,-84571.75790835962,-62696.02600177927,-81904.80040971347,24216.917579021778,43123.85745961014,-41903.713567942075
71,2125.823130867713,1147.4998551641227,-29162.33268844615,-13145.560466812762,-30135.303075373362,108944.23839473448,-93665.48322088734,-90241.94146799219,-98907.51812885716,-19908.350678267278,4528.605811473975,13737.971817428359
72,18078.893250611574,-55012.27665820272,-174287.55295716858,-60188.13610339798,-186698.33070400194,546718.148369522,-532673.4020023877,-471857.28211176867,-550054.2603697466,18450.08588135068,139243.3810907987,-87035.14532028837
73,16887.24251351538,-12975.639576370791,-172695.20566421427,-112427.2957294572,-121861.71489126474,643592.1045249426,-558076.8011598655,-556631.50846901,-602094.8246371006,-105590.66015596357,26935.13628305757,71352.3457301162
74,13031.679600899755,-11155.417390958559,-148375.2336571363,-97941.6300720618,-102975.08218328787,560536.737001273,-484117.27150415274,-485232.06410183205,-522994.9347098758,-97152.17874093435,20033.200890634285,68109.93021877614
75,48722.510918581655,-43742.944591154075,-494110.54871664906,-314968.0714075229,-356382.3543455661,1825612.9189918772,-1591774.76888817,-1579328.406991815,-1714107.244765245,-283163.3399942528,93509.81998174374,180325.27742372124
76,850998.9091294559,-625224.4019921283,-8655596.143553872,-5697134.336253761,-6023766.785281573,32319986.88252707,-27980710.69310073,-27962953.550376344,-30215342.077320587,-5380203.773249731,1260939.7155963613,3693435.400046343
77,233528.92657364142,-195804.18176969315,-2366707.34895383,-1530570.5970489723,-1678507.2492814101,8780162.034657562,-7634327.299262828,-7597779.334788112,-8231215.943788332,-1400625.9817319007,407242.2079307815,920596.1378245004
78,-2106.6380819272167,2270.265542009626,-1841.2310879788554,4986.45380994569,-11669.763309587257,12440.110150974024,-9516.18970367647,-6954.25917814396,-8006.503657203913,-6509.266684261453,224.27186370976395,5142.880195815711
79,110808.64721161578,-92385.74621629472,-1130476.652902018,-721717.2614835139,-816059.8615511572,4188393.5863217227,-3644309.104835303,-3619928.7683445,-3925443.995139943,-663898.1013809759,201101.11782579403,432184.68922377203
80,29517.484539374196,-371308.6118904329,-210349.71763533918,306391.7795054231,-676779.2498252845,-79160.62425919027,-424532.674959534,73567.23651829129,-252590.53283960826,923411.8872115397,975049.6427790228,-1251099.7145278037
81,566.8265134973643,326.7721089071834,-9264.784563310835,-4638.6138437208765,-9321.761007252073,35600.35894691456,-30458.757598134576,-29693.422933034482,-32279.273413109564,-6845.099331544179,1072.3916554319158,4973.833305226934
82,4203.722820239451,-1776.7714108704538,-47391.42989883108,-28873.487725179137,-37338.12870205324,178231.40319979461,-153659.13704659004,-152436.38202547995,-165012.50937122482,-31128.384945637146,6393.07680333601,21836.204724054314
83,746.2853201453984,3150.1342850935425,-17891.744296615703,-5301.8136995598925,-23543.78566100831,68816.9562847283,-57889.839032606804,-54696.892512342325,-60150.073411178906,-15223.81987252149,1348.4424312514898,11601.242124829929
84,127642.47994273007,-102912.3670218745,-1296190.585914763,-841891.9827112592,-915478.6802145806,4817966.227784965,-4183857.7363807242,-4168518.249896251,-4512738.12389902,-778565.8015116447,213113.34746918103,518600.318035769
85,-538.1666521064656,3587.5497911309344,-6599.828748249243,1848.704641708929,-15497.849447565039,27369.03980849399,-22071.386642787314,-19089.112386226057,-21523.738319883305,-8313.78113443652,-98.45394407180574,6767.689437777349
86,102869.04888897263,-109061.20960178917,-1036792.4534133229,-641467.1466729522,-769896.6144336849,3790000.6709264726,-3327836.109798254,-3279367.0077503286,-3574553.7969621434,-544691.4028430836,240118.1992414006,315666.87430806924
87,15247.301153067412,-16050.45051393859,-154159.79646683217,-95323.49494271397,-114680.8428857631,564063.4885018611,-495148.81580146484,-488002.01821398153,-531828.9002104866,-81331.31043722053,35480.59984964347,47327.17150877389
88,10649.191059608125,-41664.086688098236,-100476.49021335688,-22174.218409766334,-122800.3655050817,291106.2610207347,-300099.3068936799,-251007.4775547833,-303722.69534416415,40212.36213763432,106783.29256694591,-87802.25442369684
89,85596.19103147081,-61951.20279038232,-871609.3261423204,-575661.8670173681,-604084.1865562502,3258268.266148951,-2819065.979751314,-2819366.5226001814,-3045074.361202463,-545741.7907573254,123496.77359824254,376926.2700033193
90,76702.83708524592,-69466.75410517897,-776911.7423316966,-495063.34574093524,-560117.0959053724,2869092.6483268016,-2502274.448918486,-2482330.442398443,-2694515.6004085243,-443731.0045288031,148232.12940006074,281699.6434596018
91,67584.0955883888,-44079.320287625276,-724578.3322945959,-473023.2880356049,-512594.09967252216,2725091.3272457933,-2350733.8446646375,-2351946.3292061,-2537794.993478761,-472663.4863704555,92965.92474482706,333703.449342211
92,103277.87823938593,-82115.18417192312,-1052874.0159558828,-679655.0013980098,-750312.3152531899,3912469.0223730337,-3397724.3208854957,-3382577.3812238546,-3663194.4821277796,-632101.261464185,174477.39796072282,420287.39834710717
93,3190.6954583840634,-13244.56613804226,-41121.3013275832,3041.9093850367008,-69230.15739743966,115142.25027044023,-120448.08966870321,-92437.52769445993,-117056.0390568576,18469.52734599447,48570.4922753437,-40080.376475295896
94,11305612.86628526,-8133827.3722350225,-114890986.76956877,-76029370.494402,-79414753.76838721,429555371.3137531,-371579771.7732651,-371732345.1484404,-401433334.288294,-72058376.77603777,16122107.708100218,49863843.1840342
95,2549552.3909541755,-2027020.4757907859,-25856994.042358834,-16870192.672701057,-18158639.07544582,96201212.29019685,-83487188.53335626,-83250656.4496885,-90083140.77386527,-15639442.678335091,4145202.045327903,10487696.435144039
96,728477.1486660792,-758362.4062197737,-7340705.804113108,-4563160.445436461,-5424455.194829862,26869042.044114638,-23571345.797431003,-23250336.19515254,-25328661.30263778,-3900310.0261376523,1659893.873242163,2291180.889741254
97,281244.1752016925,-260372.16497408782,-2842900.009958939,-1808483.0865477477,-2051640.0195552744,10486581.946397545,-9152610.963689188,-9074634.806372896,-9854206.50856729,-1608932.7193714199,554745.0458404882,1012477.348604777
98,41476.196403535185,-33877.02216543741,-431660.0074674312,-264668.7375095345,-327849.75426294573,1592757.408716576,-1388697.332845195,-1371461.1195279625,-1491491.0402339362,-247773.11671530834,84219.88338546545,156547.9937918931
99,-174.22346598560412,3882.388311297992,-7913.683466827425,1268.540841095807,-16777.272132459453,31351.51936920985,-25518.966938083122,-22266.9996627921,-25154.598755649513,-8718.305082923041,44.89200047917837,7020.340353196934
100,64625.50951060605,-43304.93649669906,-666382.524383374,-434478.099759628,-471545.189150174,2492632.646308105,-2155042.403596135,-2152529.3520900407,-2325772.631833317,-420894.8417332542,93141.07718914376,291789.18051307806
101,600599.1198752515,-447998.2960311347,-6109615.9131251965,-4009046.069440638,-4267491.440549974,22793937.06702782,-19744351.487336837,-19719406.1988742,-21315753.972122263,-3774854.7872862522,911195.6104844817,2577660.5872151908
102,28220.65603612178,-20191.256363310487,-289450.457192302,-189774.19057546026,-202910.39863103247,1081816.6976819283,-936166.6366973249,-935348.2307766704,-1010645.3654286125,-181062.01829290675,41596.0798562784,124730.44507055922
103,1314261.0746674354,-939795.20326312,-13369185.83719714,-8839326.698054822,-9254538.893438334,49988921.454955466,-43238799.85747801,-43253376.075041875,-46710016.67498689,-8392574.72172564,1872388.011221581,5810364.017706081
104,-450.5567535815552,4459.529395312434,-9346.676313788887,1539.1373350676101,-19817.669088570063,37827.8522667274,-30727.5979694514,-27022.13110827636,-30357.428969007284,-10905.355509011832,-17.557670395879263,8819.724112395717
105,61767.7435937436,-55858.3403682254,-626533.5120800899,-398184.0742906228,-453341.537801629,2313205.1608896097,-2017734.896146346,-2000877.8339306663,-2172316.4980638833,-357322.1235979732,120238.99998958423,226391.39842360473
106,193701.4105470452,-574569.8767063039,-1849889.6703977094,-680256.5489383726,-1924476.105726271,5847446.76714069,-5667839.07348406,-5058372.526991129,-5871100.107890632,144854.3936001602,1426934.0162305643,-856192.0749050176
107,364739.77740746463,-340432.85756084137,-3685555.814594315,-2341590.9231199273,-2663135.082394676,13588407.876630303,-11863665.645122439,-11759020.965509878,-12771663.265060596,-2077806.2547668738,726249.003606473,1302434.3877253938
108,996.507168863692,-704.2842054345001,-11013.275422391196,-6930.625290703282,-8302.328676457117,41350.74455152312,-35912.18508684664,-35635.78798688591,-38620.07837796101,-6925.526929009382,1752.28438196363,4686.49037242108
109,239125.50147484292,-180290.33147351912,-2429036.338330898,-1596654.8385500177,-1692074.3427335443,9061705.908925755,-7850315.328568872,-7841663.864458153,-8476034.503131745,-1498779.406913649,363146.77834561915,1022735.1390260156
110,502557.5098117755,-350740.78627759084,-5118862.249724256,-3391664.3262217324,-3536167.655068267,19159639.078361742,-16561350.921738606,-16576478.427973308,-17894426.726783235,-3237514.6460743784,696320.4004263773,2254855.7893096157
111,24261.320458241233,-15726.180137912535,-254696.11175972194,-160445.51040069523,-188527.65276385276,949457.8799288202,-822246.8092636907,-817274.5381132945,-885177.2507759443,-158126.23555728872,39255.13228783032,107414.61071421162
112,56229.58918375187,-70049.0964104093,-564057.035197484,-335735.34054210875,-434800.66038210155,2036125.4857344327,-1802990.4922074967,-1761702.1479476627,-1930431.202475427,-264687.71877586376,158947.29318937907,131501.87949047406
113,68622.80583173143,-84635.7622652435,-688446.0265360669,-410912.93607351254,-529157.7410551917,2487260.703083221,-2201173.9994423217,-2152083.9125981587,-2357325.4348401017,-325695.25876770844,191644.36710542304,163852.13493516285
114,23822.035428313826,-24718.63898137089,-244011.7691799553,-146658.66023869594,-188033.08283140804,890183.0168656461,-782429.2113316259,-767996.8440344206,-838689.5238723847,-126686.94420700132,58852.41428284343,71862.71083385062
115,39591.83099333643,-27640.834498614942,-406067.5579249109,-267480.94280100183,-283129.3185357383,1519719.343998195,-1313983.3267294639,-1314095.924454535,-1419073.415747883,-256361.06603171522,56218.26743429986,177989.34490454558
116,21040.669619291133,-18600.504244849235,-214320.21163005862,-135983.0722318438,-155626.73398023233,792180.7788851935,-690592.1074399898,-684892.6350726804,-743432.8180621158,-123152.601346738,40503.16338775004,78512.4010241132
117,32727.794429022808,-40088.245867727965,-328610.6631897783,-196427.69693665873,-252315.37637180008,1188182.6260231214,-1051107.751019594,-1028056.522814438,-1125801.597534423,-156341.81939273706,90741.67467957831,79301.78970373046
118,84577.26266360159,-344169.11120763427,-783280.8969505375,-162998.8243724332,-963675.378823399,2231786.2530193124,-2327857.821621508,-1929592.5314477023,-2350248.2964327876,359207.1738339426,870865.5662666266,-741316.6734346859
119,-780.2571846274326,5045.758226200582,-3565.8998383301273,5401.565554378352,-15719.974315484442,15425.595181793116,-11364.184454827806,-7546.938020354066,-9448.674986584896,-6893.515409117595,-918.1038211724818,6045.645327097097
120,37273.03724025614,-33643.90908555779,-381258.9662291226,-237727.0825030287,-282660.4769609984,1404617.6125776598,-1226585.678060381,-1212897.3489531733,-1318717.0955429573,-214612.64879206763,76589.11135586836,133709.4290560579
121,2602.5108394604044,8046.053018683761,-50154.60840149445,-15619.142803076913,-63552.577800465195,190545.54401012405,-160696.04133324514,-152028.24830628705,-167376.80886155064,-41043.40861041145,4360.19407286868,30902.341900497784
122,-2720.706643857666,-4467.21336129033,-43290.47498913027,-18957.37880770203,-43356.48532997218,179318.8769981029,-153898.39907991156,-151649.01809192126,-163087.9002688621,-39751.40903662918,8461.305854834498,27731.503551528796
123,21095.513948917607,-17128.826873285343,-216831.81624259436,-137572.30861407472,-158141.66049961286,803805.1271613068,-699183.992454483,-694085.5971642354,-752773.1869592908,-127886.95950782354,38394.219139090346,83429.68931592572
124,199175.02936603344,-229947.22491934305,-2000519.0773343302,-1215858.566232363,-1510997.498948567,7267237.954003699,-6407694.704669906,-6288781.332023437,-6872405.221080971,-995138.6461496147,512864.15924993175,538293.4453755268
125,135335.87148157708,-110315.56600683606,-1372403.2412135287,-891897.8052265563,-968111.637567245,5099837.365285846,-4429650.714753401,-4413260.859800608,-4777970.94761838,-822106.9719231445,227269.83963372002,546443.4987139227
126,254807.05066678848,-223614.06883012087,-2582002.936412478,-1653844.7929218505,-1851177.6016011897,9551745.294335768,-8320490.131150945,-8263883.520809103,-8963811.887827108,-1495639.1923173266,473922.7829548992,962815.571522812
127,3055.4354858327447,-2064.3973708937606,-37234.01304492448,-23293.25428577758,-27994.580354154645,141095.50283354905,-121724.83466625438,-121317.80858831177,-131022.48316379743,-25131.500079281857,4977.365733557119,17724.544176346044
128,137444.60564938848,-295527.42569206643,-1342583.6398841683,-643761.1090335831,-1218250.1405222695,4537701.458871971,-4200350.351294952,-3926508.1765975985,-4424326.934882544,-253152.58956913502,714977.3080186684,-165845.99271612315
129,2861.519898135843,568.5762155307897,-41584.747751300834,-21961.642587118025,-38228.427604057004,158472.11418165438,-135534.73191895962,-133107.64831149112,-144417.77741510043,-30421.58523925736,4708.37660023373,22138.415823904466
